13.0,0.2906923495652818,0.0,0.9442455954054892
14.0,0.0,0.5897350548537642,0.8808986862166461
15.0,0.0,1.0,0.0
16.0,0.0,0.994408318945324,0.0
17.0,1.0,0.6051620211235017,0.0
18.0,1.0,0.0,0.0
19.0,1.0,0.0,0.0
25.0,0.4019825811574556,0.0,0.944855413766011
26.0,0.36542414442591736,0.0,0.9447362082017714
27.0,0.24304711768942444,0.0,0.9440121283674268
28.0,0.0,0.10931290934190716,0.9370838350002668
29.0,0.0,0.6182426166689533,0.8730292957851308
30.0,0.0,1.0,0.6420658096760287
31.0,0.0,1.0,0.0
32.0,0.0,1.0,0.0
33.0,0.0,1.0,0.0
34.0,0.500005643447251,0.9211298685299277,0.0
35.0,0.864261205372059,0.7557094238187463,0.0
36.0,1.0,0.5584987363683773,0.0
37.0,1.0,0.28507762481344384,0.0
38.0,1.0,0.0,0.0
39.0,1.0,0.0,0.0
40.0,1.0,0.0,0.688162545273328
41.0,1.0,0.0,0.6887195267821983
42.0,1.0,0.0,0.68874897653086
43.0,0.22759732546268463,0.0,0.9439203954915331
44.0,0.0,0.0,0.9421022806124891
45.0,0.0,0.20150475917335275,0.9340330576272811
46.0,0.0,0.4762028471924861,0.9054583001419935
47.0,0.0,0.7030462340937464,0.8444075458218468
48.0,0.0,0.8936023143974177,0.7439166382473512
49.0,0.0,1.0,0.5687087841585102
50.0,0.0,1.0,0.30107566879797526
51.0,0.0,1.0,0.0
52.0,0.0,1.0,0.0
53.0,0.0,1.0,0.0
54.0,0.0,1.0,0.0
55.0,0.0,1.0,0.0
56.0,0.10650680920410593,0.9769703487103049,0.0
57.0,0.500005643447251,0.9211298685299277,0.0
58.0,0.5613658200466086,0.5791654730250543,0.6589173137449711
59.0,0.6446201506790727,0.5236845995282661,0.6628627437938317
60.0,0.7142099513391689,0.4611129824798815,0.6667900789503595
61.0,0.7729766118219283,0.389838863602503,0.6704799180845309
62.0,0.8225317040869714,0.3056077281575663,0.6738335242231089
63.0,0.855572259369743,0.22188327081751286,0.6763735867783639
64.0,0.8835796043504135,0.0908058957518452,0.6785887419134287
65.0,0.9050935975527219,0.0,0.6804524983402289
66.0,0.9207855039782993,0.0,0.6817958656655515
67.0,0.9330006605114037,0.0,0.6827263164353307
68.0,0.936393417645791,0.0,0.6825108864891065
69.0,0.9382176475041732,0.0,0.6815633144685104
70.0,0.9365289795094283,0.0,0.6793528413656374
71.0,0.9316898324355777,0.0,0.6756431416294121
72.0,0.9235215031822404,0.0,0.6699048358000577
73.0,0.9175091307006819,0.0,0.6647275647870808
74.0,0.9011893997055868,0.16421247278094733,0.6541201647689494
75.0,0.888688867333405,0.24288557278478762,0.645098271411943
76.0,0.873865516252289,0.308987470425142,0.6339390737685662
77.0,0.8570910246901308,0.36846461767438693,0.6202910909401216
78.0,0.8378774205415129,0.42445111547580344,0.6038796159865908
79.0,0.816677519317681,0.477157863138655,0.5844966649206212
80.0,0.8064545229141112,0.5012279248960015,0.5737227229222642
81.0,0.7823949812231723,0.5498700247800213,0.5496049086884783
82.0,0.7707743426634198,0.5721778497147566,0.5364409949417536
83.0,0.7589811901706176,0.5936672074078951,0.5225205471473208
84.0,0.7468667612790317,0.614494962803035,0.5078134533764145
85.0,0.7348699690848922,0.6343784896340459,0.4923100885287058
86.0,0.723095878586681,0.6533111713958804,0.47598949712338406
87.0,0.7234013570026964,0.6531036178780226,0.47601785369212685
88.0,0.7116290597651757,0.6712990248287377,0.45882854990123073
89.0,0.7119409510036603,0.6710986343991971,0.4588582410585372
90.0,0.7119409510036603,0.6710986343991971,0.4588582410585372
